Age,Age Group,City,customer_code,Year,Quarter,Month,Day,Sum of Estimated Settlement Amount,Sum of Final Premium Amount,Sum of Settlement %
33,31-40,Mumbai,SUNFDRY,1991,Qtr 4,October,3,₹ 37491,24781,0.513
33,31-40,Mumbai,SUNFLU,1991,Qtr 2,June,16,₹ 222215,146880,0.513
33,31-40,Mumbai,SUNGB,1991,Qtr 3,September,23,₹ 60428,39942,0.513
33,31-40,Mumbai,SUNGEYX,1991,Qtr 3,September,16,₹ 30447,20125,0.513
33,31-40,Mumbai,SUNGJJ,1991,Qtr 3,July,23,₹ 52275,34553,0.513
33,31-40,Mumbai,SUNGRA,1991,Qtr 4,November,29,₹ 38529,25467,0.513
33,31-40,Mumbai,SUNH2Q5,1991,Qtr 2,April,22,₹ 13079,8645,0.513
33,31-40,Mumbai,SUNH6K,1991,Qtr 2,June,13,₹ 54788,36214,0.513
33,31-40,Mumbai,SUNH7Y,1991,Qtr 2,May,23,₹ 22963,15178,0.513
33,31-40,Mumbai,SUNH9F,1991,Qtr 1,January,3,₹ 39276,25961,0.513
33,31-40,Mumbai,SUNHFS,1991,Qtr 4,December,25,₹ 13583,8978,0.513
33,31-40,Mumbai,SUNHOC,1991,Qtr 1,March,14,₹ 53809,35567,0.513
33,31-40,Mumbai,SUNHS8,1991,Qtr 3,August,13,₹ 21480,14198,0.513
33,31-40,Mumbai,SUNHSI,1991,Qtr 1,February,28,₹ 38487,25439,0.513
33,31-40,Mumbai,SUNHSM,1991,Qtr 3,September,27,₹ 23447,15498,0.513
33,31-40,Mumbai,SUNHY43,1991,Qtr 3,July,20,₹ 28916,19113,0.513
33,31-40,Mumbai,SUNHZ25,1991,Qtr 1,February,4,₹ 54890,36281,0.513
33,31-40,Mumbai,SUNHZ5M,1991,Qtr 1,January,8,₹ 56903,37612,0.513
33,31-40,Mumbai,SUNHZR1,1991,Qtr 2,April,20,₹ 8410,5559,0.513
33,31-40,Mumbai,SUNI3V0,1991,Qtr 3,August,14,₹ 14297,9450,0.513
33,31-40,Mumbai,SUNI9KD,1991,Qtr 4,December,8,₹ 21541,14238,0.513
33,31-40,Mumbai,SUNIDV,1991,Qtr 3,August,23,₹ 14654,9686,0.513
33,31-40,Mumbai,SUNIHQ,1991,Qtr 3,August,5,₹ 38487,25439,0.513
33,31-40,Mumbai,SUNINV,1991,Qtr 1,February,11,₹ 22494,14868,0.513
33,31-40,Mumbai,SUNIO4,1991,Qtr 3,July,10,₹ 20969,13860,0.513
33,31-40,Mumbai,SUNIR1H,1991,Qtr 4,November,25,₹ 9117,6026,0.513
33,31-40,Mumbai,SUNJD,1991,Qtr 4,December,11,₹ 55393,36614,0.513
33,31-40,Mumbai,SUNK8OO,1991,Qtr 3,July,17,₹ 21060,13920,0.513
33,31-40,Mumbai,SUNKB7,1991,Qtr 3,July,27,₹ 14177,9371,0.513
33,31-40,Mumbai,SUNKD,1991,Qtr 2,May,15,₹ 131129,86674,0.513
33,31-40,Mumbai,SUNKFC,1991,Qtr 4,October,18,₹ 31834,21042,0.513
33,31-40,Mumbai,SUNKTTY,1991,Qtr 1,February,26,₹ 22684,14994,0.513
33,31-40,Mumbai,SUNKZ4I,1991,Qtr 1,March,19,₹ 30243,19990,0.513
33,31-40,Mumbai,SUNL2Q,1991,Qtr 4,November,27,₹ 8410,5559,0.513
33,31-40,Mumbai,SUNLA3,1991,Qtr 4,December,13,₹ 136107,89964,0.513
33,31-40,Mumbai,SUNLE0,1991,Qtr 3,September,12,₹ 8333,5508,0.513
33,31-40,Mumbai,SUNLRC,1991,Qtr 2,April,5,₹ 60170,39771,0.513
33,31-40,Mumbai,SUNLSXZ,1991,Qtr 4,November,25,₹ 13309,8797,0.513
33,31-40,Mumbai,SUNLZH,1991,Qtr 2,May,10,₹ 22113,14616,0.513
33,31-40,Mumbai,SUNM1I,1991,Qtr 3,August,16,₹ 30409,20100,0.513
33,31-40,Mumbai,SUNM1J,1991,Qtr 2,June,7,₹ 228750,151200,0.513
33,31-40,Mumbai,SUNM2E4,1991,Qtr 4,October,30,₹ 42351,27993,0.513
33,31-40,Mumbai,SUNM5T,1991,Qtr 1,March,7,₹ 20370,13464,0.513
33,31-40,Mumbai,SUNMBH8,1991,Qtr 1,January,22,₹ 54299,35891,0.513
33,31-40,Mumbai,SUNMFV,1991,Qtr 2,May,24,₹ 32895,21743,0.513
33,31-40,Mumbai,SUNMJ22,1991,Qtr 3,August,4,₹ 28606,18908,0.513
33,31-40,Mumbai,SUNMSD,1991,Qtr 1,March,5,₹ 32895,21743,0.513
33,31-40,Mumbai,SUNMYIV,1991,Qtr 1,January,22,₹ 73589,48641,0.513
33,31-40,Mumbai,SUNMZGU,1991,Qtr 1,March,23,₹ 22684,14994,0.513
33,31-40,Mumbai,SUNN5Q,1991,Qtr 2,May,29,₹ 55393,36614,0.513
33,31-40,Mumbai,SUNN6D,1991,Qtr 1,February,23,₹ 23187,15326,0.513
33,31-40,Mumbai,SUNN82,1991,Qtr 3,September,17,₹ 39618,26187,0.513
33,31-40,Mumbai,SUNNCPQ,1991,Qtr 2,June,16,₹ 216042,142800,0.513
33,31-40,Mumbai,SUNNN2,1991,Qtr 1,March,14,₹ 9849,6510,0.513
33,31-40,Mumbai,SUNNP3,1991,Qtr 1,March,29,₹ 215407,142380,0.513
33,31-40,Mumbai,SUNOEC1,1991,Qtr 1,January,5,₹ 32895,21743,0.513
33,31-40,Mumbai,SUNOFYT,1991,Qtr 1,March,29,₹ 36164,23904,0.513
33,31-40,Mumbai,SUNOMRC,1991,Qtr 1,March,17,₹ 39199,25910,0.513
33,31-40,Mumbai,SUNOO0D,1991,Qtr 1,February,4,₹ 13908,9193,0.513
33,31-40,Mumbai,SUNOZAG,1991,Qtr 2,April,9,₹ 52832,34921,0.513
33,31-40,Mumbai,SUNP6O,1991,Qtr 4,October,10,₹ 59924,39609,0.513
33,31-40,Mumbai,SUNP8B,1991,Qtr 1,January,7,₹ 9610,6352,0.513
33,31-40,Mumbai,SUNP8S,1991,Qtr 2,May,8,₹ 57407,37945,0.513
33,31-40,Mumbai,SUNPACH,1991,Qtr 2,April,8,₹ 21296,14076,0.513
33,31-40,Mumbai,SUNPNS,1991,Qtr 3,July,21,₹ 78701,52020,0.513
33,31-40,Mumbai,SUNPV1F,1991,Qtr 1,January,9,₹ 9690,6405,0.513
33,31-40,Mumbai,SUNQ85M,1991,Qtr 1,January,15,₹ 12857,8498,0.513
33,31-40,Mumbai,SUNQCIT,1991,Qtr 2,May,24,₹ 37910,25058,0.513
33,31-40,Mumbai,SUNQN76,1991,Qtr 1,January,1,₹ 23638,15624,0.513
33,31-40,Mumbai,SUNQWB,1991,Qtr 1,January,1,₹ 14235,9409,0.513
33,31-40,Mumbai,SUNR1J,1991,Qtr 1,February,24,₹ 23447,15498,0.513
33,31-40,Mumbai,SUNR2I,1991,Qtr 1,February,16,₹ 28886,19093,0.513
33,31-40,Mumbai,SUNRCV,1991,Qtr 2,May,19,₹ 40538,26795,0.513
33,31-40,Mumbai,SUNRD,1991,Qtr 2,April,24,₹ 39960,26413,0.513
33,31-40,Mumbai,SUNREZ,1991,Qtr 3,July,13,₹ 144671,95625,0.513
33,31-40,Mumbai,SUNRF,1991,Qtr 4,October,28,₹ 13908,9193,0.513
33,31-40,Mumbai,SUNRHSN,1991,Qtr 4,October,17,₹ 21541,14238,0.513
33,31-40,Mumbai,SUNRJX,1991,Qtr 2,May,29,₹ 23256,15372,0.513
33,31-40,Mumbai,SUNS3FV,1991,Qtr 4,October,4,₹ 9413,6222,0.513
33,31-40,Mumbai,SUNSCJN,1991,Qtr 1,January,19,₹ 14536,9608,0.513
33,31-40,Mumbai,SUNSCL8,1991,Qtr 1,January,31,₹ 22875,15120,0.513
33,31-40,Mumbai,SUNSJWZ,1991,Qtr 3,July,27,₹ 9770,6458,0.513
33,31-40,Mumbai,SUNSZ7,1991,Qtr 1,March,16,₹ 14177,9371,0.513
33,31-40,Mumbai,SUNT6N6,1991,Qtr 3,July,8,₹ 9453,6248,0.513
33,31-40,Mumbai,SUNTNY1,1991,Qtr 3,August,16,₹ 30187,19953,0.513
33,31-40,Mumbai,SUNTUA2,1991,Qtr 4,December,14,₹ 38594,25510,0.513
33,31-40,Mumbai,SUNTUUZ,1991,Qtr 1,March,8,₹ 73512,48590,0.513
33,31-40,Mumbai,SUNTVMJ,1991,Qtr 4,December,18,₹ 60932,40275,0.513
33,31-40,Mumbai,SUNU7M,1991,Qtr 2,May,6,₹ 9610,6352,0.513
33,31-40,Mumbai,SUNUEJT,1991,Qtr 2,May,29,₹ 22875,15120,0.513
33,31-40,Mumbai,SUNULH3,1991,Qtr 1,January,22,₹ 13657,9027,0.513
33,31-40,Mumbai,SUNUVN,1991,Qtr 4,December,13,₹ 40301,26638,0.513
33,31-40,Mumbai,SUNUW,1991,Qtr 1,February,12,₹ 58784,38855,0.513
33,31-40,Mumbai,SUNVFW,1991,Qtr 1,January,22,₹ 147043,97193,0.513
33,31-40,Mumbai,SUNVGHN,1991,Qtr 2,April,25,₹ 14297,9450,0.513
33,31-40,Mumbai,SUNVGWD,1991,Qtr 2,June,8,₹ 41544,27460,0.513
33,31-40,Mumbai,SUNVJBX,1991,Qtr 4,October,2,₹ 14773,9765,0.513
33,31-40,Mumbai,SUNVRY,1991,Qtr 2,May,19,₹ 137090,90614,0.513
33,31-40,Mumbai,SUNW19L,1991,Qtr 4,December,30,₹ 28916,19113,0.513
33,31-40,Mumbai,SUNW862,1991,Qtr 3,August,21,₹ 58917,38943,0.513
33,31-40,Mumbai,SUNW9N,1991,Qtr 4,October,17,₹ 13820,9135,0.513
33,31-40,Mumbai,SUNWC5,1991,Qtr 1,March,15,₹ 55767,36861,0.513
33,31-40,Mumbai,SUNWD55,1991,Qtr 1,January,22,₹ 41668,27542,0.513
33,31-40,Mumbai,SUNWHV,1991,Qtr 3,September,18,₹ 40659,26875,0.513
33,31-40,Mumbai,SUNWIB0,1991,Qtr 1,February,11,₹ 9292,6142,0.513
33,31-40,Mumbai,SUNWNK8,1991,Qtr 1,February,5,₹ 14005,9257,0.513
33,31-40,Mumbai,SUNWNXQ,1991,Qtr 3,September,14,₹ 22066,14585,0.513
33,31-40,Mumbai,SUNWR,1991,Qtr 2,April,17,₹ 78701,52020,0.513
33,31-40,Mumbai,SUNWUAJ,1991,Qtr 3,August,10,₹ 9135,6038,0.513
33,31-40,Mumbai,SUNWVJK,1991,Qtr 4,October,15,₹ 150689,99603,0.513
33,31-40,Mumbai,SUNWXF,1991,Qtr 2,May,4,₹ 31440,20781,0.513
33,31-40,Mumbai,SUNX08,1991,Qtr 4,November,2,₹ 60170,39771,0.513
33,31-40,Mumbai,SUNX36,1991,Qtr 2,April,26,₹ 23256,15372,0.513
33,31-40,Mumbai,SUNX5LJ,1991,Qtr 2,June,15,₹ 9055,5985,0.513
33,31-40,Mumbai,SUNXMX,1991,Qtr 1,March,27,₹ 42693,28219,0.513
33,31-40,Mumbai,SUNXR1,1991,Qtr 3,July,12,₹ 39033,25800,0.513
33,31-40,Mumbai,SUNXUT,1991,Qtr 4,October,27,₹ 14177,9371,0.513
33,31-40,Mumbai,SUNY1YR,1991,Qtr 3,September,19,₹ 30152,19930,0.513
33,31-40,Mumbai,SUNY6Y,1991,Qtr 2,June,2,₹ 19999,13219,0.513
33,31-40,Mumbai,SUNY8J1,1991,Qtr 4,November,25,₹ 40643,26864,0.513
33,31-40,Mumbai,SUNYEE,1991,Qtr 3,September,8,₹ 40301,26638,0.513
33,31-40,Mumbai,SUNYEF,1991,Qtr 3,August,29,₹ 223304,147600,0.513
33,31-40,Mumbai,SUNYEOR,1991,Qtr 1,January,20,₹ 8926,5900,0.513
33,31-40,Mumbai,SUNYFCO,1991,Qtr 3,August,2,₹ 12739,8420,0.513
33,31-40,Mumbai,SUNYJNB,1991,Qtr 4,November,5,₹ 13309,8797,0.513
33,31-40,Mumbai,SUNYVP,1991,Qtr 2,June,22,₹ 37910,25058,0.513
33,31-40,Mumbai,SUNZ0,1991,Qtr 4,December,24,₹ 9292,6142,0.513
33,31-40,Mumbai,SUNZ0W,1991,Qtr 1,March,14,₹ 22406,14810,0.513
33,31-40,Mumbai,SUNZ7C3,1991,Qtr 4,October,26,₹ 9690,6405,0.513
33,31-40,Mumbai,SUNZB,1991,Qtr 2,April,1,₹ 9336,6171,0.513
33,31-40,Mumbai,SUNZC5,1991,Qtr 4,October,21,₹ 9372,6195,0.513
33,31-40,Mumbai,SUNZH99,1991,Qtr 2,June,8,₹ 60428,39942,0.513
33,31-40,Mumbai,SUNZK0U,1991,Qtr 1,January,28,₹ 29893,19759,0.513
34,31-40,Chennai,SUN0U7,1990,Qtr 3,August,14,₹ 22231,14616,0.521
34,31-40,Chennai,SUN1O1,1990,Qtr 4,October,4,₹ 22155,14566,0.521
34,31-40,Chennai,SUN1W,1990,Qtr 1,March,5,₹ 29871,19639,0.521
34,31-40,Chennai,SUN267V,1990,Qtr 2,May,12,₹ 13032,8568,0.521
34,31-40,Chennai,SUN2CR,1990,Qtr 3,July,2,₹ 30087,19781,0.521
34,31-40,Chennai,SUN2K88,1990,Qtr 1,March,3,₹ 20077,13200,0.521
34,31-40,Chennai,SUN2LHO,1990,Qtr 1,February,17,₹ 31091,20441,0.521
34,31-40,Chennai,SUN2XD8,1990,Qtr 1,March,9,₹ 21464,14112,0.521
34,31-40,Chennai,SUN2ZS,1990,Qtr 2,April,19,₹ 9023,5932,0.521
34,31-40,Chennai,SUN337L,1990,Qtr 4,October,3,₹ 58727,38611,0.521
34,31-40,Chennai,SUN3Q5,1990,Qtr 3,September,28,₹ 21848,14364,0.521
34,31-40,Chennai,SUN3SX7,1990,Qtr 3,August,17,₹ 72529,47685,0.521
34,31-40,Chennai,SUN3W2Q,1990,Qtr 3,August,6,₹ 56195,36946,0.521
34,31-40,Chennai,SUN42C,1990,Qtr 4,December,31,₹ 22340,14688,0.521
34,31-40,Chennai,SUN4CA,1990,Qtr 3,July,14,₹ 22231,14616,0.521
34,31-40,Chennai,SUN4V,1990,Qtr 2,May,25,₹ 76698,50426,0.521
34,31-40,Chennai,SUN51B,1990,Qtr 4,November,19,₹ 62776,41273,0.521
34,31-40,Chennai,SUN5389,1990,Qtr 1,March,13,₹ 29018,19078,0.521
34,31-40,Chennai,SUN5RH,1990,Qtr 4,December,10,₹ 206795,135960,0.521
34,31-40,Chennai,SUN6EO,1990,Qtr 3,September,30,₹ 214096,140760,0.521
34,31-40,Chennai,SUN6R1,1990,Qtr 4,December,24,₹ 73983,48641,0.521
34,31-40,Chennai,SUN6UZT,1990,Qtr 2,June,27,₹ 216195,142140,0.521
34,31-40,Chennai,SUN74VR,1990,Qtr 4,November,17,₹ 58727,38611,0.521
34,31-40,Chennai,SUN7DS,1990,Qtr 2,May,9,₹ 23381,15372,0.521
34,31-40,Chennai,SUN7LQ,1990,Qtr 1,February,2,₹ 37724,24802,0.521
34,31-40,Chennai,SUN7OS,1990,Qtr 1,February,17,₹ 21273,13986,0.521
34,31-40,Chennai,SUN8DJ,1990,Qtr 3,July,19,₹ 12936,8505,0.521
34,31-40,Chennai,SUN8UY,1990,Qtr 3,September,9,₹ 144166,94784,0.521
34,31-40,Chennai,SUN9GGO,1990,Qtr 3,July,2,₹ 31868,20952,0.521
34,31-40,Chennai,SUN9ZVX,1990,Qtr 1,January,31,₹ 23764,15624,0.521
34,31-40,Chennai,SUNB83B,1990,Qtr 3,September,28,₹ 38261,25155,0.521
34,31-40,Chennai,SUNBJ1,1990,Qtr 4,October,3,₹ 22231,14616,0.521
34,31-40,Chennai,SUNBKG,1990,Qtr 2,June,14,₹ 28499,18737,0.521
34,31-40,Chennai,SUNBOFS,1990,Qtr 3,July,22,₹ 22423,14742,0.521
34,31-40,Chennai,SUNC31X,1990,Qtr 4,December,16,₹ 42577,27993,0.521
34,31-40,Chennai,SUNCINP,1990,Qtr 2,May,26,₹ 9696,6375,0.521
34,31-40,Chennai,SUNCMA,1990,Qtr 1,January,2,₹ 212234,139536,0.521
34,31-40,Chennai,SUNCNZH,1990,Qtr 2,June,29,₹ 80093,52658,0.521
34,31-40,Chennai,SUNCYFM,1990,Qtr 4,December,24,₹ 13119,8625,0.521
34,31-40,Chennai,SUND6,1990,Qtr 2,May,14,₹ 32703,21501,0.521
34,31-40,Chennai,SUNDVK,1990,Qtr 2,April,2,₹ 13277,8729,0.521
34,31-40,Chennai,SUNDWJ,1990,Qtr 2,June,19,₹ 13415,8820,0.521
34,31-40,Chennai,SUNE7YE,1990,Qtr 1,February,8,₹ 23572,15498,0.521
34,31-40,Chennai,SUNEMP,1990,Qtr 3,August,6,₹ 23764,15624,0.521
34,31-40,Chennai,SUNEVL,1990,Qtr 2,April,9,₹ 55081,36214,0.521
34,31-40,Chennai,SUNF84,1990,Qtr 4,November,19,₹ 41548,27316,0.521
34,31-40,Chennai,SUNFHR9,1990,Qtr 1,March,11,₹ 13747,9038,0.521
34,31-40,Chennai,SUNFJN,1990,Qtr 3,August,23,₹ 14732,9686,0.521
34,31-40,Chennai,SUNFRIL,1990,Qtr 3,September,10,₹ 80441,52887,0.521
34,31-40,Chennai,SUNFRN,1990,Qtr 3,August,3,₹ 32805,21568,0.521
34,31-40,Chennai,SUNFS1,1990,Qtr 2,April,14,₹ 76020,49980,0.521
34,31-40,Chennai,SUNFUD,1990,Qtr 1,January,31,₹ 22526,14810,0.521
34,31-40,Chennai,SUNG76H,1990,Qtr 2,May,4,₹ 40419,26574,0.521
34,31-40,Chennai,SUNGV4,1990,Qtr 1,March,23,₹ 31739,20867,0.521
34,31-40,Chennai,SUNH2A,1990,Qtr 2,June,24,₹ 31868,20952,0.521
34,31-40,Chennai,SUNIV,1990,Qtr 2,May,15,₹ 21464,14112,0.521
34,31-40,Chennai,SUNIX8B,1990,Qtr 3,September,17,₹ 13347,8775,0.521
34,31-40,Chennai,SUNIY7F,1990,Qtr 1,January,21,₹ 39896,26230,0.521
34,31-40,Chennai,SUNJ29I,1990,Qtr 3,September,10,₹ 58221,38278,0.521
34,31-40,Chennai,SUNJ9X,1990,Qtr 4,October,6,₹ 37427,24607,0.521
34,31-40,Chennai,SUNJJL0,1990,Qtr 2,May,27,₹ 13497,8874,0.521
34,31-40,Chennai,SUNKLTA,1990,Qtr 1,January,14,₹ 147831,97193,0.521
34,31-40,Chennai,SUNKM3,1990,Qtr 2,April,28,₹ 22806,14994,0.521
34,31-40,Chennai,SUNKQV,1990,Qtr 1,February,1,₹ 12936,8505,0.521
34,31-40,Chennai,SUNKUUE,1990,Qtr 4,November,19,₹ 57608,37875,0.521
34,31-40,Chennai,SUNL0J6,1990,Qtr 4,October,10,₹ 13032,8568,0.521
34,31-40,Chennai,SUNL5I9,1990,Qtr 2,May,26,₹ 60492,39771,0.521
34,31-40,Chennai,SUNLYUU,1990,Qtr 1,February,15,₹ 231235,152028,0.521
34,31-40,Chennai,SUNN3F,1990,Qtr 1,February,18,₹ 13265,8721,0.521
34,31-40,Chennai,SUNN4X9,1990,Qtr 2,May,31,₹ 23381,15372,0.521
34,31-40,Chennai,SUNN5I,1990,Qtr 4,December,14,₹ 41204,27090,0.521
34,31-40,Chennai,SUNNF,1990,Qtr 3,August,14,₹ 13461,8850,0.521
34,31-40,Chennai,SUNNN0,1990,Qtr 4,October,27,₹ 22614,14868,0.521
34,31-40,Chennai,SUNNSYA,1990,Qtr 1,March,11,₹ 73692,48450,0.521
34,31-40,Chennai,SUNNY0W,1990,Qtr 1,February,25,₹ 151496,99603,0.521
34,31-40,Chennai,SUNO4PF,1990,Qtr 1,March,20,₹ 12320,8100,0.521
34,31-40,Chennai,SUNO6S,1990,Qtr 4,December,13,₹ 8822,5800,0.521
34,31-40,Chennai,SUNO8O,1990,Qtr 2,June,30,₹ 22614,14868,0.521
34,31-40,Chennai,SUNO9QY,1990,Qtr 4,December,21,₹ 22806,14994,0.521
34,31-40,Chennai,SUNORI4,1990,Qtr 3,July,9,₹ 8784,5775,0.521
34,31-40,Chennai,SUNOU9,1990,Qtr 3,September,5,₹ 79122,52020,0.521
34,31-40,Chennai,SUNOZF,1990,Qtr 4,December,25,₹ 208894,137340,0.521
34,31-40,Chennai,SUNP7X,1990,Qtr 3,August,27,₹ 81760,53754,0.521
34,31-40,Chennai,SUNPRB,1990,Qtr 3,September,9,₹ 127992,84150,0.521
34,31-40,Chennai,SUNQ3R4,1990,Qtr 1,March,31,₹ 214644,141120,0.521
34,31-40,Chennai,SUNQ6V,1990,Qtr 1,January,6,₹ 20851,13709,0.521
34,31-40,Chennai,SUNQKZ,1990,Qtr 2,June,3,₹ 22713,14933,0.521
34,31-40,Chennai,SUNQOUY,1990,Qtr 3,September,6,₹ 78735,51765,0.521
34,31-40,Chennai,SUNQW4H,1990,Qtr 3,August,26,₹ 38801,25510,0.521
34,31-40,Chennai,SUNR33P,1990,Qtr 3,August,12,₹ 55183,36281,0.521
34,31-40,Chennai,SUNRI4,1990,Qtr 3,August,9,₹ 53606,35244,0.521
34,31-40,Chennai,SUNRI88,1990,Qtr 4,November,30,₹ 60270,39625,0.521
34,31-40,Chennai,SUNRZ1,1990,Qtr 4,November,5,₹ 9007,5922,0.521
34,31-40,Chennai,SUNS00,1990,Qtr 4,October,14,₹ 14494,9529,0.521
34,31-40,Chennai,SUNT4V,1990,Qtr 1,January,22,₹ 55690,36614,0.521
34,31-40,Chennai,SUNU24T,1990,Qtr 4,December,29,₹ 22526,14810,0.521
34,31-40,Chennai,SUNUAVD,1990,Qtr 1,March,8,₹ 37769,24832,0.521
34,31-40,Chennai,SUNUJ2,1990,Qtr 1,March,19,₹ 13614,8951,0.521
34,31-40,Chennai,SUNV1KU,1990,Qtr 1,February,12,₹ 37052,24360,0.521
34,31-40,Chennai,SUNVBT,1990,Qtr 2,May,26,₹ 235725,154980,0.521
34,31-40,Chennai,SUNVCT,1990,Qtr 4,November,14,₹ 54097,35567,0.521
34,31-40,Chennai,SUNVFG,1990,Qtr 3,August,20,₹ 9423,6195,0.521
34,31-40,Chennai,SUNVH1P,1990,Qtr 4,November,23,₹ 138057,90767,0.521
34,31-40,Chennai,SUNVS2L,1990,Qtr 3,August,15,₹ 12776,8400,0.521
34,31-40,Chennai,SUNVTYM,1990,Qtr 4,December,12,₹ 75826,49853,0.521
34,31-40,Chennai,SUNVVX,1990,Qtr 1,February,24,₹ 22998,15120,0.521
34,31-40,Chennai,SUNVYG4,1990,Qtr 3,July,10,₹ 13056,8584,0.521
34,31-40,Chennai,SUNWKE,1990,Qtr 3,August,9,₹ 219681,144432,0.521
34,31-40,Chennai,SUNWNNR,1990,Qtr 3,September,22,₹ 41361,27193,0.521
34,31-40,Chennai,SUNWQLV,1990,Qtr 1,February,17,₹ 29337,19288,0.521
34,31-40,Chennai,SUNX577,1990,Qtr 2,April,19,₹ 8943,5880,0.521
34,31-40,Chennai,SUNXBTP,1990,Qtr 3,July,11,₹ 9263,6090,0.521
34,31-40,Chennai,SUNXZBB,1990,Qtr 4,December,14,₹ 22559,14832,0.521
34,31-40,Chennai,SUNY1FF,1990,Qtr 3,August,9,₹ 9582,6300,0.521
34,31-40,Chennai,SUNYF55,1990,Qtr 2,June,16,₹ 8624,5670,0.521
34,31-40,Chennai,SUNYP08,1990,Qtr 4,November,7,₹ 62776,41273,0.521
34,31-40,Chennai,SUNYUR,1990,Qtr 3,September,7,₹ 208675,137196,0.521
34,31-40,Chennai,SUNZQSY,1990,Qtr 4,December,16,₹ 80093,52658,0.521
34,31-40,Chennai,SUNZZAU,1990,Qtr 4,October,14,₹ 60752,39942,0.521
34,31-40,Delhi NCR,SUN01OX,1990,Qtr 2,April,4,₹ 21273,13986,0.521
34,31-40,Delhi NCR,SUN04I,1990,Qtr 4,October,26,₹ 14311,9409,0.521
34,31-40,Delhi NCR,SUN0A4I,1990,Qtr 4,December,24,₹ 229975,151200,0.521
34,31-40,Delhi NCR,SUN0DH,1990,Qtr 4,December,25,₹ 31205,20516,0.521
34,31-40,Delhi NCR,SUN0LQR,1990,Qtr 1,March,4,₹ 14014,9214,0.521
34,31-40,Delhi NCR,SUN0LRT,1990,Qtr 4,December,23,₹ 22614,14868,0.521
34,31-40,Delhi NCR,SUN0N8,1990,Qtr 2,May,25,₹ 60752,39942,0.521
34,31-40,Delhi NCR,SUN0O,1990,Qtr 1,January,12,₹ 225266,148104,0.521
34,31-40,Delhi NCR,SUN0P15,1990,Qtr 4,October,24,₹ 30405,19990,0.521
34,31-40,Delhi NCR,SUN0P5,1990,Qtr 4,November,24,₹ 9619,6324,0.521
34,31-40,Delhi NCR,SUN0Q2G,1990,Qtr 1,January,16,₹ 14080,9257,0.521
34,31-40,Delhi NCR,SUN0VN4,1990,Qtr 3,September,25,₹ 9184,6038,0.521
34,31-40,Delhi NCR,SUN0ZT,1990,Qtr 1,March,16,₹ 58727,38611,0.521
34,31-40,Delhi NCR,SUN11T4,1990,Qtr 4,November,18,₹ 82128,53996,0.521
34,31-40,Delhi NCR,SUN123,1990,Qtr 1,February,11,₹ 56701,37279,0.521
34,31-40,Delhi NCR,SUN12G,1990,Qtr 4,November,24,₹ 14080,9257,0.521
34,31-40,Delhi NCR,SUN13,1990,Qtr 1,January,12,₹ 21537,14160,0.521
34,31-40,Delhi NCR,SUN14E,1990,Qtr 1,February,28,₹ 12799,8415,0.521
34,31-40,Delhi NCR,SUN15VB,1990,Qtr 1,January,19,₹ 13535,8899,0.521
34,31-40,Delhi NCR,SUN17CR,1990,Qtr 4,November,3,₹ 76485,50286,0.521
34,31-40,Delhi NCR,SUN18R,1990,Qtr 4,October,16,₹ 31133,20469,0.521
34,31-40,Delhi NCR,SUN19W,1990,Qtr 1,February,6,₹ 134113,88174,0.521
34,31-40,Delhi NCR,SUN1IW,1990,Qtr 3,September,18,₹ 57112,37549,0.521
34,31-40,Delhi NCR,SUN1LOK,1990,Qtr 2,May,3,₹ 37024,24342,0.521
34,31-40,Delhi NCR,SUN1Q7T,1990,Qtr 1,March,9,₹ 21273,13986,0.521
34,31-40,Delhi NCR,SUN26L,1990,Qtr 3,July,8,₹ 13963,9180,0.521
34,31-40,Delhi NCR,SUN2CP,1990,Qtr 1,January,26,₹ 8843,5814,0.521
34,31-40,Delhi NCR,SUN2EKP,1990,Qtr 4,November,19,₹ 8703,5722,0.521
34,31-40,Delhi NCR,SUN2F91,1990,Qtr 1,March,20,₹ 13575,8925,0.521
34,31-40,Delhi NCR,SUN2IX,1990,Qtr 1,January,4,₹ 21848,14364,0.521
34,31-40,Delhi NCR,SUN2JJH,1990,Qtr 3,July,27,₹ 8943,5880,0.521
34,31-40,Delhi NCR,SUN2L6,1990,Qtr 4,December,2,₹ 8930,5871,0.521
34,31-40,Delhi NCR,SUN2Y0,1990,Qtr 4,December,20,₹ 9023,5932,0.521
34,31-40,Delhi NCR,SUN2Z5Z,1990,Qtr 2,April,18,₹ 37427,24607,0.521
34,31-40,Delhi NCR,SUN3186,1990,Qtr 2,June,30,₹ 21808,14338,0.521
34,31-40,Delhi NCR,SUN37DU,1990,Qtr 1,January,19,₹ 30139,19815,0.521
34,31-40,Delhi NCR,SUN3ARG,1990,Qtr 2,June,27,₹ 130319,85680,0.521
34,31-40,Delhi NCR,SUN3AY,1990,Qtr 4,December,30,₹ 232713,153000,0.521
34,31-40,Delhi NCR,SUN3FYJ,1990,Qtr 2,May,7,₹ 40223,26445,0.521
34,31-40,Delhi NCR,SUN3JX,1990,Qtr 1,February,5,₹ 13415,8820,0.521
34,31-40,Delhi NCR,SUN3LOP,1990,Qtr 3,September,7,₹ 133170,87554,0.521
34,31-40,Delhi NCR,SUN3MQV,1990,Qtr 2,May,14,₹ 13614,8951,0.521
