customer_code,date,Sum of final_premium_amt(INR),policy_id,sales_mode
SUN81FT,2023-04-19 00:00:00,56674,POL9221HEL,Offline-Agent
SUN81H,2023-03-20 00:00:00,5250,POL4321HEL,Online-App
SUN81JA,2023-03-04 00:00:00,14994,POL3309HEL,Online-App
SUN81KB,2023-01-06 00:00:00,189720,POL2005HEL,Offline-Agent
SUN81L,2023-02-12 00:00:00,170568,POL2005HEL,Offline-Agent
SUN81N,2022-12-16 00:00:00,18737,POL5319HEL,Offline-Agent
SUN81T,2022-12-18 00:00:00,69360,POL9221HEL,Offline-Agent
SUN81UB,2022-12-05 00:00:00,38801,POL6093HEL,Offline-Agent
SUN81X,2023-03-12 00:00:00,173880,POL2005HEL,Offline-Agent
SUN81Y,2023-01-07 00:00:00,168912,POL2005HEL,Offline-Agent
SUN81Z0,2023-04-10 00:00:00,6510,POL4321HEL,Offline-Direct
SUN82,2023-01-22 00:00:00,51587,POL9221HEL,Offline-Direct
SUN820O,2022-11-13 00:00:00,30745,POL6303HEL,Offline-Direct
SUN820Q,2022-11-12 00:00:00,34553,POL6093HEL,Offline-Agent
SUN826,2022-11-16 00:00:00,61625,POL9221HEL,Offline-Agent
SUN827,2023-04-15 00:00:00,103619,POL1048HEL,Offline-Agent
SUN8276,2023-03-19 00:00:00,38611,POL6093HEL,Offline-Agent
SUN827F,2023-03-26 00:00:00,31379,POL6303HEL,Online-Website
SUN8285,2023-01-17 00:00:00,43350,POL9221HEL,Online-App
SUN8292,2023-03-05 00:00:00,47598,POL6093HEL,Online-App
SUN82AX,2023-01-31 00:00:00,56355,POL9221HEL,Offline-Direct
SUN82BG,2023-02-25 00:00:00,28124,POL6303HEL,Online-App
SUN82CZ,2023-04-22 00:00:00,20165,POL5319HEL,Online-Website
SUN82E,2023-02-12 00:00:00,39834,POL6093HEL,Offline-Agent
SUN82F,2023-01-07 00:00:00,43350,POL9221HEL,Offline-Agent
SUN82FL,2023-03-12 00:00:00,104422,POL1048HEL,Online-App
SUN82H,2023-03-25 00:00:00,5722,POL4321HEL,Online-Website
SUN82K,2023-01-21 00:00:00,55488,POL9221HEL,Offline-Agent
SUN82MU,2022-11-02 00:00:00,57800,POL9221HEL,Offline-Direct
SUN82S,2023-01-10 00:00:00,33951,POL6093HEL,Offline-Agent
SUN82T,2023-03-11 00:00:00,10238,POL4331HEL,Offline-Agent
SUN82TK,2023-04-04 00:00:00,50872,POL9221HEL,Offline-Agent
SUN82YH,2022-11-29 00:00:00,22044,POL5319HEL,Offline-Agent
SUN83,2023-01-02 00:00:00,56355,POL9221HEL,Online-Website
SUN832C,2023-02-04 00:00:00,31224,POL6303HEL,Offline-Agent
SUN833J,2023-02-06 00:00:00,18061,POL5319HEL,Offline-Direct
SUN837O,2023-04-22 00:00:00,36281,POL6093HEL,Online-Website
SUN837T,2023-02-23 00:00:00,55156,POL9221HEL,Offline-Direct
SUN83A9,2023-02-05 00:00:00,8420,POL4331HEL,Online-Website
SUN83DK,2023-04-28 00:00:00,48641,POL9221HEL,Online-Website
SUN83F,2022-12-14 00:00:00,7344,POL4321HEL,Offline-Agent
SUN83G,2023-03-22 00:00:00,19815,POL5319HEL,Offline-Agent
SUN83H,2023-04-30 00:00:00,201600,POL2005HEL,Online-App
SUN83HQ,2023-04-14 00:00:00,5250,POL4321HEL,Online-Website
SUN83JZ,2023-04-08 00:00:00,14364,POL3309HEL,Online-Website
SUN83M,2023-04-01 00:00:00,9056,POL4331HEL,Online-Website
SUN83O0,2023-03-02 00:00:00,16884,POL3309HEL,Online-Website
SUN83QC,2023-03-22 00:00:00,63368,POL9221HEL,Offline-Agent
SUN83T,2023-03-25 00:00:00,25284,POL6303HEL,Online-Website
SUN83W,2023-02-04 00:00:00,31446,POL6303HEL,Offline-Agent
SUN83WJ,2023-03-22 00:00:00,44935,POL6093HEL,Offline-Direct
SUN83Y,2023-04-16 00:00:00,15372,POL3309HEL,Offline-Agent
SUN83Z,2023-04-28 00:00:00,14364,POL3309HEL,Offline-Direct
SUN83ZQ,2023-04-04 00:00:00,196560,POL2005HEL,Online-Website
SUN83ZY,2023-01-28 00:00:00,13464,POL3309HEL,Online-Website
SUN84,2023-01-15 00:00:00,20781,POL5319HEL,Offline-Agent
SUN840K,2023-02-19 00:00:00,15821,POL3309HEL,Offline-Agent
SUN841Q,2022-11-10 00:00:00,7050,POL4321HEL,Offline-Agent
SUN842,2023-03-25 00:00:00,55781,POL9221HEL,Offline-Agent
SUN843O,2023-02-22 00:00:00,42773,POL6093HEL,Offline-Agent
SUN844,2022-11-20 00:00:00,91800,POL1048HEL,Online-Website
SUN844B,2023-04-08 00:00:00,14742,POL3309HEL,Offline-Agent
SUN847,2023-04-20 00:00:00,27705,POL5319HEL,Online-App
SUN848N,2023-04-30 00:00:00,20341,POL5319HEL,Online-Website
SUN84DL,2022-11-12 00:00:00,13200,POL3309HEL,Offline-Direct
SUN84G7,2023-02-12 00:00:00,49303,POL6093HEL,Online-App
SUN84GM,2023-03-01 00:00:00,5512,POL4321HEL,Offline-Agent
SUN84I,2023-04-27 00:00:00,24381,POL6303HEL,Offline-Agent
SUN84L,2023-02-26 00:00:00,5974,POL4321HEL,Online-App
SUN84LI,2022-11-25 00:00:00,122400,POL1048HEL,Offline-Direct
SUN84LZ,2023-01-07 00:00:00,39124,POL6093HEL,Offline-Agent
SUN84M,2023-03-06 00:00:00,26638,POL6303HEL,Offline-Agent
SUN84M3,2023-02-26 00:00:00,40487,POL6093HEL,Offline-Agent
SUN84P,2022-11-29 00:00:00,17535,POL5319HEL,Offline-Agent
SUN84Q5,2023-04-29 00:00:00,5775,POL4321HEL,Offline-Agent
SUN84S,2023-03-20 00:00:00,5250,POL4321HEL,Offline-Agent
SUN84U,2023-03-20 00:00:00,29348,POL6303HEL,Offline-Agent
SUN84W,2022-11-27 00:00:00,39942,POL6093HEL,Offline-Agent
SUN84X,2023-01-18 00:00:00,38154,POL6093HEL,Offline-Direct
SUN84XE,2023-01-14 00:00:00,44298,POL6093HEL,Offline-Agent
SUN84Y,2022-11-07 00:00:00,45050,POL9221HEL,Offline-Agent
SUN85,2023-03-26 00:00:00,25058,POL6303HEL,Online-Website
SUN851,2023-01-17 00:00:00,21293,POL5319HEL,Offline-Direct
SUN8510,2023-02-14 00:00:00,96130,POL1048HEL,Offline-Direct
SUN852,2023-02-26 00:00:00,9888,POL4331HEL,Offline-Agent
SUN855,2022-11-18 00:00:00,16700,POL5319HEL,Offline-Agent
SUN85A,2022-12-30 00:00:00,5406,POL4321HEL,Offline-Agent
SUN85BQ,2022-11-29 00:00:00,12600,POL3309HEL,Offline-Agent
SUN85DW,2023-03-10 00:00:00,30928,POL6303HEL,Online-Website
SUN85F,2022-11-29 00:00:00,99450,POL1048HEL,Offline-Agent
SUN85G,2022-12-12 00:00:00,9486,POL4331HEL,Offline-Agent
SUN85GX,2023-02-15 00:00:00,41467,POL6093HEL,Offline-Direct
SUN85H,2023-03-01 00:00:00,24724,POL5319HEL,Offline-Agent
SUN85L5,2022-12-12 00:00:00,21930,POL6303HEL,Offline-Agent
SUN85LG,2023-04-30 00:00:00,52658,POL9221HEL,Offline-Agent
SUN85MD,2022-11-15 00:00:00,5000,POL4321HEL,Offline-Agent
SUN85SV,2023-03-29 00:00:00,53996,POL9221HEL,Offline-Agent
SUN85U,2022-12-25 00:00:00,21293,POL5319HEL,Offline-Agent
SUN85X,2023-01-15 00:00:00,8109,POL4321HEL,Offline-Direct
SUN86,2022-11-03 00:00:00,33602,POL6093HEL,Offline-Agent
SUN861Z,2023-02-08 00:00:00,6850,POL4321HEL,Offline-Agent
SUN8639,2023-01-07 00:00:00,32334,POL6093HEL,Offline-Direct
SUN8682,2022-12-10 00:00:00,9409,POL4331HEL,Offline-Agent
SUN868W,2022-12-28 00:00:00,16891,POL3309HEL,Offline-Agent
SUN869V,2022-11-16 00:00:00,17280,POL3309HEL,Offline-Agent
SUN86A3,2023-03-11 00:00:00,178920,POL2005HEL,Offline-Direct
SUN86B,2023-02-27 00:00:00,5820,POL4321HEL,Offline-Agent
SUN86BG,2023-03-07 00:00:00,13734,POL3309HEL,Offline-Agent
SUN86C,2023-03-02 00:00:00,8269,POL4331HEL,Offline-Agent
SUN86D,2022-11-11 00:00:00,166800,POL2005HEL,Offline-Agent
SUN86E,2023-04-24 00:00:00,112455,POL1048HEL,Online-Website
SUN86F,2023-03-19 00:00:00,30476,POL6303HEL,Offline-Agent
SUN86H,2022-12-17 00:00:00,5763,POL4321HEL,Offline-Direct
SUN86JT,2023-03-17 00:00:00,5985,POL4321HEL,Offline-Direct
SUN86K,2023-04-30 00:00:00,173880,POL2005HEL,Online-App
SUN86P,2022-11-05 00:00:00,12000,POL3309HEL,Offline-Agent
SUN86P9,2022-11-20 00:00:00,15360,POL3309HEL,Offline-Direct
SUN86R,2023-03-17 00:00:00,196560,POL2005HEL,Offline-Direct
SUN86R3,2023-02-25 00:00:00,58658,POL9221HEL,Offline-Agent
SUN86RH,2022-11-05 00:00:00,28380,POL6303HEL,Offline-Agent
SUN86SB,2023-04-30 00:00:00,37612,POL6093HEL,Online-Website
SUN86SY,2022-11-21 00:00:00,42161,POL6093HEL,Offline-Agent
SUN86UQ,2023-04-26 00:00:00,16380,POL3309HEL,Offline-Agent
SUN86VG,2022-11-13 00:00:00,43746,POL6093HEL,Offline-Agent
SUN86X,2022-12-04 00:00:00,6324,POL4321HEL,Offline-Agent
SUN86Y2,2023-01-07 00:00:00,35567,POL6093HEL,Online-App
SUN86ZY,2023-03-23 00:00:00,23478,POL6303HEL,Online-Website
SUN87,2023-04-20 00:00:00,20341,POL5319HEL,Offline-Agent
SUN870,2023-02-14 00:00:00,13596,POL3309HEL,Online-Website
SUN871,2023-03-06 00:00:00,59351,POL9221HEL,Online-Website
SUN873,2022-11-26 00:00:00,5500,POL4321HEL,Offline-Direct
SUN874,2022-12-15 00:00:00,62424,POL9221HEL,Offline-Agent
SUN877,2023-04-20 00:00:00,6038,POL4321HEL,Online-Website
SUN877R,2022-12-19 00:00:00,33991,POL6303HEL,Offline-Direct
SUN87A,2023-02-26 00:00:00,13967,POL3309HEL,Offline-Agent
SUN87BI,2023-02-26 00:00:00,5150,POL4321HEL,Offline-Direct
SUN87EA,2023-01-16 00:00:00,81151,POL1048HEL,Offline-Direct
SUN87FU,2023-03-25 00:00:00,6510,POL4321HEL,Online-Website
SUN87G,2023-03-12 00:00:00,27004,POL5319HEL,Offline-Direct
SUN87G9,2023-03-04 00:00:00,32282,POL6303HEL,Online-Website
SUN87H,2022-12-11 00:00:00,104560,POL1048HEL,Offline-Agent
SUN87I,2023-02-02 00:00:00,8498,POL4331HEL,Offline-Agent
SUN87IP,2022-11-21 00:00:00,7500,POL4331HEL,Offline-Agent
SUN87JH,2022-11-02 00:00:00,17368,POL5319HEL,Offline-Agent
SUN87KP,2023-03-25 00:00:00,5250,POL4321HEL,Online-App
SUN87OY,2023-03-25 00:00:00,5828,POL4321HEL,Offline-Agent
SUN87QA,2023-01-10 00:00:00,50764,POL6093HEL,Offline-Agent
SUN87R,2023-02-25 00:00:00,194052,POL2005HEL,Offline-Agent
SUN87T,2022-12-25 00:00:00,187272,POL2005HEL,Online-App
SUN87UM,2023-03-02 00:00:00,108439,POL1048HEL,Online-App
SUN87VU,2023-01-01 00:00:00,5100,POL4321HEL,Offline-Agent
SUN87W,2023-04-09 00:00:00,13734,POL3309HEL,Online-App
SUN87Z,2023-04-27 00:00:00,53104,POL9221HEL,Offline-Agent
SUN87ZE,2023-01-07 00:00:00,34211,POL6303HEL,Offline-Agent
SUN88,2023-02-05 00:00:00,122132,POL1048HEL,Offline-Agent
SUN8833,2022-11-13 00:00:00,41527,POL6093HEL,Offline-Direct
SUN884H,2022-12-23 00:00:00,38477,POL6093HEL,Offline-Direct
SUN88B0,2022-11-27 00:00:00,15960,POL3309HEL,Offline-Agent
SUN88FP,2022-12-06 00:00:00,18567,POL5319HEL,Offline-Agent
SUN88IG,2022-11-10 00:00:00,28595,POL6303HEL,Offline-Agent
SUN88KG,2023-04-15 00:00:00,21743,POL5319HEL,Offline-Agent
SUN88SF,2023-03-07 00:00:00,18587,POL5319HEL,Offline-Agent
SUN88U5,2023-01-21 00:00:00,9027,POL4331HEL,Offline-Agent
SUN88V,2022-12-19 00:00:00,9563,POL4331HEL,Offline-Agent
SUN88W,2023-03-18 00:00:00,37612,POL6093HEL,Online-App
SUN88YC,2023-04-02 00:00:00,49534,POL9221HEL,Offline-Direct
SUN89,2023-02-08 00:00:00,16068,POL3309HEL,Offline-Agent
SUN891,2023-01-07 00:00:00,33772,POL6303HEL,Offline-Direct
SUN891A,2023-03-08 00:00:00,166320,POL2005HEL,Online-Website
SUN891Z,2023-04-16 00:00:00,37945,POL6093HEL,Online-Website
SUN896S,2023-02-06 00:00:00,19953,POL5319HEL,Online-Website
SUN899,2023-04-22 00:00:00,6195,POL4321HEL,Online-Website
SUN899M,2023-03-11 00:00:00,200340,POL2005HEL,Offline-Agent
SUN89A,2023-01-02 00:00:00,21930,POL6303HEL,Offline-Agent
SUN89A9,2023-04-13 00:00:00,27004,POL5319HEL,Offline-Agent
SUN89B,2023-02-14 00:00:00,6386,POL4321HEL,Offline-Agent
SUN89B8,2023-01-24 00:00:00,12240,POL3309HEL,Offline-Agent
SUN89CF,2023-02-09 00:00:00,17889,POL5319HEL,Online-App
SUN89E,2022-11-11 00:00:00,5550,POL4321HEL,Offline-Agent
SUN89EB,2023-04-18 00:00:00,30250,POL6303HEL,Offline-Agent
SUN89F,2023-03-27 00:00:00,14994,POL3309HEL,Online-App
SUN89HA,2023-02-23 00:00:00,61285,POL9221HEL,Online-Website
SUN89I9,2022-11-03 00:00:00,5500,POL4321HEL,Online-App
SUN89L1,2023-03-22 00:00:00,14238,POL3309HEL,Online-App
SUN89M,2023-04-22 00:00:00,9922,POL4331HEL,Online-App
SUN89N,2023-04-06 00:00:00,15120,POL3309HEL,Offline-Agent
SUN89O,2023-03-30 00:00:00,5250,POL4321HEL,Online-App
SUN89OZ,2022-11-20 00:00:00,9000,POL4331HEL,Offline-Agent
SUN89SA,2023-04-02 00:00:00,10552,POL4331HEL,Offline-Agent
SUN89T3,2022-11-18 00:00:00,6050,POL4321HEL,Offline-Agent
SUN89U,2023-03-04 00:00:00,106029,POL1048HEL,Offline-Agent
SUN89WD,2023-03-26 00:00:00,20867,POL5319HEL,Offline-Agent
SUN89Y9,2023-02-11 00:00:00,55156,POL9221HEL,Offline-Direct
SUN89Z,2023-04-16 00:00:00,49980,POL9221HEL,Online-App
SUN8A,2023-02-21 00:00:00,51654,POL9221HEL,Offline-Agent
SUN8A0,2022-12-24 00:00:00,104560,POL1048HEL,Online-Website
SUN8A0N,2023-03-12 00:00:00,5775,POL4321HEL,Online-Website
SUN8A4S,2023-03-04 00:00:00,5828,POL4321HEL,Offline-Agent
SUN8A5,2022-11-26 00:00:00,7050,POL4321HEL,Offline-Agent
SUN8A6M,2023-04-08 00:00:00,21919,POL5319HEL,Online-App
SUN8AB,2023-03-05 00:00:00,13608,POL3309HEL,Online-App
SUN8AD,2023-04-30 00:00:00,7875,POL4331HEL,Online-App
SUN8AF,2023-01-01 00:00:00,6324,POL4321HEL,Offline-Agent
SUN8AFY,2022-12-01 00:00:00,5355,POL4321HEL,Offline-Agent
SUN8AG,2023-02-18 00:00:00,62598,POL9221HEL,Offline-Agent
SUN8AHW,2023-04-15 00:00:00,19639,POL5319HEL,Offline-Agent
SUN8AI3,2023-04-20 00:00:00,20867,POL5319HEL,Online-App
SUN8AJ1,2022-12-08 00:00:00,10175,POL4331HEL,Offline-Agent
SUN8ANR,2022-11-06 00:00:00,9975,POL4331HEL,Offline-Agent
SUN8AP,2023-04-16 00:00:00,21042,POL5319HEL,Online-App
SUN8AR,2023-03-09 00:00:00,131040,POL2005HEL,Offline-Agent
SUN8ARX,2022-11-05 00:00:00,168000,POL2005HEL,Offline-Agent
SUN8ATV,2022-11-05 00:00:00,17535,POL5319HEL,Offline-Agent
SUN8AW,2022-11-06 00:00:00,8325,POL4331HEL,Online-App
SUN8AXU,2023-02-01 00:00:00,31889,POL6303HEL,Offline-Agent
SUN8AY5,2023-01-07 00:00:00,37831,POL6093HEL,Offline-Direct
SUN8AZ,2023-03-15 00:00:00,16128,POL3309HEL,Online-App
SUN8B,2023-02-18 00:00:00,35590,POL6093HEL,Offline-Agent
SUN8B0,2022-12-04 00:00:00,17715,POL5319HEL,Offline-Agent
SUN8B00,2023-02-17 00:00:00,12978,POL3309HEL,Online-Website
SUN8B0K,2023-03-02 00:00:00,52658,POL9221HEL,Offline-Agent
SUN8B3,2023-01-02 00:00:00,5100,POL4321HEL,Offline-Agent
SUN8B48,2023-01-30 00:00:00,31579,POL6303HEL,Offline-Agent
SUN8BAZ,2023-04-29 00:00:00,9371,POL4331HEL,Online-Website
SUN8BB,2023-01-07 00:00:00,21974,POL5319HEL,Offline-Agent
SUN8BCL,2023-03-09 00:00:00,12206,POL4331HEL,Offline-Agent
SUN8BD,2022-12-25 00:00:00,49419,POL9221HEL,Offline-Agent
SUN8BE,2022-11-06 00:00:00,26230,POL6303HEL,Offline-Direct
SUN8BP,2023-02-12 00:00:00,13967,POL3309HEL,Online-App
SUN8BR,2023-03-01 00:00:00,122094,POL1048HEL,Online-App
SUN8BRE,2022-12-18 00:00:00,186048,POL2005HEL,Offline-Agent
SUN8BS,2022-11-15 00:00:00,118575,POL1048HEL,Online-Website
SUN8BSM,2023-01-03 00:00:00,18482,POL3309HEL,Online-Website
SUN8BUQ,2022-12-20 00:00:00,138312,POL2005HEL,Offline-Agent
SUN8BV,2023-03-03 00:00:00,5565,POL4321HEL,Offline-Agent
SUN8BW,2023-02-19 00:00:00,5150,POL4321HEL,Offline-Direct
SUN8BW2,2023-01-08 00:00:00,24529,POL5319HEL,Offline-Agent
SUN8BX3,2023-03-03 00:00:00,49980,POL9221HEL,Offline-Direct
SUN8BY,2023-04-22 00:00:00,38611,POL6093HEL,Online-Website
SUN8C,2023-04-08 00:00:00,136080,POL2005HEL,Online-App
SUN8C0J,2023-04-29 00:00:00,37612,POL6093HEL,Online-App
SUN8C27,2022-11-13 00:00:00,12960,POL3309HEL,Offline-Agent
SUN8C9M,2023-03-28 00:00:00,52658,POL9221HEL,Offline-Direct
SUN8CB,2023-03-21 00:00:00,15120,POL3309HEL,Offline-Agent
SUN8CBO,2023-03-29 00:00:00,29573,POL6303HEL,Offline-Agent
SUN8CG,2022-12-07 00:00:00,15055,POL3309HEL,Offline-Agent
SUN8CGA,2023-01-24 00:00:00,5100,POL4321HEL,Offline-Agent
SUN8CI,2022-12-31 00:00:00,52887,POL9221HEL,Offline-Agent
SUN8CIY,2022-12-12 00:00:00,18056,POL5319HEL,Offline-Agent
SUN8CR,2023-04-11 00:00:00,9056,POL4331HEL,Online-Website
SUN8CTR,2023-01-21 00:00:00,122400,POL2005HEL,Offline-Agent
SUN8CU,2023-02-28 00:00:00,28567,POL6303HEL,Offline-Agent
SUN8CV,2022-11-20 00:00:00,7500,POL4331HEL,Offline-Direct
SUN8CX,2023-03-30 00:00:00,21919,POL5319HEL,Online-Website
SUN8CY,2023-02-04 00:00:00,18749,POL5319HEL,Offline-Direct
SUN8CY4,2022-11-18 00:00:00,36138,POL6093HEL,Offline-Agent
SUN8CZX,2022-11-27 00:00:00,5000,POL4321HEL,Offline-Agent
SUN8D,2023-03-16 00:00:00,8978,POL4331HEL,Offline-Agent
SUN8D1,2022-12-31 00:00:00,27632,POL6303HEL,Offline-Agent
SUN8D19,2023-03-12 00:00:00,5565,POL4321HEL,Offline-Agent
SUN8D6E,2023-02-09 00:00:00,8188,POL4331HEL,Offline-Agent
SUN8D7,2023-04-05 00:00:00,13734,POL3309HEL,Online-Website
SUN8D85,2022-11-16 00:00:00,44625,POL9221HEL,Offline-Agent
SUN8D8T,2023-02-19 00:00:00,23221,POL5319HEL,Offline-Agent
SUN8D9Q,2023-03-04 00:00:00,19639,POL5319HEL,Offline-Agent
SUN8DC,2022-11-22 00:00:00,89505,POL1048HEL,Offline-Agent
SUN8DE1,2022-11-12 00:00:00,5000,POL4321HEL,Offline-Agent
SUN8DF9,2023-04-15 00:00:00,57566,POL9221HEL,Offline-Agent
SUN8DH1,2022-11-06 00:00:00,26720,POL5319HEL,Offline-Agent
SUN8DIO,2023-04-05 00:00:00,21568,POL5319HEL,Online-App
SUN8DJ,2023-04-11 00:00:00,8505,POL4331HEL,Offline-Agent
SUN8DLG,2022-12-17 00:00:00,82712,POL1048HEL,Offline-Direct
SUN8DM,2023-01-08 00:00:00,100659,POL1048HEL,Offline-Agent
SUN8DMJ,2022-11-09 00:00:00,13800,POL3309HEL,Offline-Agent
SUN8DPQ,2022-11-10 00:00:00,5900,POL4321HEL,Online-App
SUN8DU4,2022-12-11 00:00:00,120166,POL1048HEL,Offline-Agent
SUN8DW1,2023-03-14 00:00:00,18412,POL5319HEL,Online-Website
SUN8DX,2022-11-28 00:00:00,66725,POL9221HEL,Offline-Direct
SUN8E,2022-12-22 00:00:00,9715,POL4331HEL,Offline-Agent
SUN8E3,2023-03-03 00:00:00,18412,POL5319HEL,Offline-Agent
SUN8E3C,2023-02-09 00:00:00,5408,POL4321HEL,Online-Website
SUN8E4,2023-03-15 00:00:00,13230,POL3309HEL,Offline-Agent
SUN8E4Q,2022-11-07 00:00:00,8250,POL4331HEL,Offline-Direct
SUN8E55,2023-03-05 00:00:00,47598,POL6093HEL,Offline-Agent
SUN8E6,2023-03-24 00:00:00,43936,POL6093HEL,Offline-Direct
SUN8E6B,2022-12-19 00:00:00,173808,POL2005HEL,Offline-Direct
SUN8EB,2023-02-26 00:00:00,32651,POL6093HEL,Offline-Agent
SUN8EBF,2022-12-10 00:00:00,12974,POL3309HEL,Online-App
SUN8ECJ,2023-04-30 00:00:00,21042,POL5319HEL,Offline-Agent
SUN8ED,2023-03-12 00:00:00,10001,POL4331HEL,Online-Website
SUN8EFX,2023-02-16 00:00:00,13720,POL3309HEL,Online-App
SUN8EHF,2023-04-02 00:00:00,17136,POL3309HEL,Offline-Agent
SUN8EJ,2022-11-23 00:00:00,25585,POL6303HEL,Offline-Agent
SUN8EK,2023-03-08 00:00:00,26864,POL6303HEL,Online-Website
SUN8EMT,2023-02-18 00:00:00,5150,POL4321HEL,Online-Website
SUN8EN,2023-04-01 00:00:00,38611,POL6093HEL,Offline-Agent
SUN8EO,2022-11-26 00:00:00,13440,POL3309HEL,Offline-Direct
SUN8EQ,2023-02-20 00:00:00,14338,POL3309HEL,Online-Website
SUN8EU,2023-04-16 00:00:00,8741,POL4331HEL,Online-Website
SUN8EX1,2022-11-03 00:00:00,5000,POL4321HEL,Offline-Agent
SUN8F,2023-03-13 00:00:00,9686,POL4331HEL,Offline-Agent
SUN8F0,2022-11-12 00:00:00,13800,POL3309HEL,Offline-Direct
SUN8F2,2023-02-03 00:00:00,14585,POL3309HEL,Online-App
SUN8F6C,2023-03-11 00:00:00,5460,POL4321HEL,Online-App
SUN8F7,2023-01-01 00:00:00,18056,POL5319HEL,Online-Website
SUN8F8,2023-01-21 00:00:00,16646,POL3309HEL,Offline-Agent
SUN8FA,2023-03-30 00:00:00,56674,POL9221HEL,Online-Website
SUN8FB,2023-01-21 00:00:00,5100,POL4321HEL,Offline-Agent
SUN8FC,2023-04-22 00:00:00,21568,POL5319HEL,Offline-Agent
SUN8FD8,2023-03-06 00:00:00,26413,POL6303HEL,Offline-Agent
SUN8FDR,2023-04-14 00:00:00,35282,POL6093HEL,Online-Website
SUN8FE,2022-12-23 00:00:00,22807,POL6303HEL,Offline-Agent
SUN8FFJ,2022-11-06 00:00:00,5000,POL4321HEL,Offline-Agent
SUN8FI,2023-03-14 00:00:00,5250,POL4321HEL,Online-App
SUN8FJX,2022-12-14 00:00:00,38801,POL6093HEL,Offline-Agent
SUN8FM,2022-11-15 00:00:00,28380,POL6303HEL,Offline-Agent
SUN8FO,2022-11-11 00:00:00,5850,POL4321HEL,Offline-Agent
SUN8FQ,2023-02-23 00:00:00,5150,POL4321HEL,Offline-Agent
SUN8FR9,2023-02-24 00:00:00,46691,POL6093HEL,Online-App
SUN8FSC,2023-03-05 00:00:00,9844,POL4331HEL,Offline-Agent
SUN8FW,2022-12-31 00:00:00,5355,POL4321HEL,Offline-Agent
SUN8FWC,2022-11-16 00:00:00,9300,POL4331HEL,Offline-Agent
SUN8FWJ,2022-12-18 00:00:00,8033,POL4331HEL,Online-App
SUN8FX,2022-12-21 00:00:00,12240,POL3309HEL,Offline-Direct
SUN8G,2023-01-30 00:00:00,101439,POL1048HEL,Offline-Agent
SUN8G0,2023-04-22 00:00:00,7245,POL4321HEL,Offline-Agent
SUN8G1,2023-02-19 00:00:00,8111,POL4331HEL,Offline-Agent
SUN8G2,2023-03-05 00:00:00,51925,POL6093HEL,Online-Website
SUN8G23,2023-01-12 00:00:00,15178,POL3309HEL,Offline-Agent
SUN8G35,2023-03-13 00:00:00,83538,POL1048HEL,Online-Website
SUN8G8,2023-02-25 00:00:00,40161,POL6093HEL,Offline-Agent
SUN8GAC,2023-02-26 00:00:00,7725,POL4331HEL,Online-App
SUN8GC,2022-12-24 00:00:00,19419,POL5319HEL,Offline-Agent
SUN8GD,2022-12-17 00:00:00,9257,POL4331HEL,Online-Website
SUN8GEW,2022-11-24 00:00:00,7950,POL4331HEL,Offline-Direct
SUN8GF,2023-02-08 00:00:00,42773,POL6093HEL,Offline-Direct
SUN8GG,2022-11-05 00:00:00,6450,POL4321HEL,Offline-Direct
SUN8GJ,2023-03-16 00:00:00,37279,POL6093HEL,Offline-Agent
SUN8GL,2023-04-25 00:00:00,100406,POL1048HEL,Offline-Agent
SUN8GMG,2023-02-26 00:00:00,23909,POL5319HEL,Offline-Agent
SUN8GMK,2022-11-22 00:00:00,18704,POL5319HEL,Offline-Direct
SUN8GN,2023-03-10 00:00:00,29348,POL6303HEL,Offline-Direct
SUN8GO,2023-01-06 00:00:00,21633,POL5319HEL,Online-App
SUN8GOQ,2022-12-18 00:00:00,14198,POL3309HEL,Offline-Agent
SUN8GP,2023-03-12 00:00:00,199080,POL2005HEL,Offline-Direct
SUN8GU,2023-01-15 00:00:00,57655,POL9221HEL,Online-Website
SUN8GVN,2023-03-08 00:00:00,8662,POL4331HEL,Offline-Agent
SUN8GX,2023-03-19 00:00:00,62475,POL9221HEL,Online-Website
SUN8GY0,2023-02-18 00:00:00,7725,POL4331HEL,Offline-Agent
SUN8GZ,2023-03-11 00:00:00,8978,POL4331HEL,Offline-Agent
SUN8H,2023-02-04 00:00:00,13967,POL3309HEL,Online-Website
SUN8H2,2023-04-13 00:00:00,21743,POL5319HEL,Online-App
SUN8H2O,2023-04-20 00:00:00,20341,POL5319HEL,Online-App
SUN8H66,2023-03-24 00:00:00,6562,POL4321HEL,Online-App
SUN8H85,2023-02-20 00:00:00,59096,POL9221HEL,Offline-Direct
SUN8H9,2023-04-22 00:00:00,26638,POL6303HEL,Online-Website
SUN8H95,2023-04-08 00:00:00,26413,POL6303HEL,Online-Website
SUN8HAC,2022-11-30 00:00:00,45050,POL9221HEL,Offline-Direct
SUN8HC6,2022-12-10 00:00:00,85833,POL1048HEL,Offline-Agent
SUN8HDN,2023-01-01 00:00:00,27413,POL6303HEL,Offline-Agent
SUN8HG,2023-03-04 00:00:00,5250,POL4321HEL,Offline-Agent
SUN8HHY,2022-11-20 00:00:00,44200,POL9221HEL,Offline-Direct
SUN8HI,2023-03-13 00:00:00,5250,POL4321HEL,Offline-Agent
SUN8HJL,2023-02-12 00:00:00,23252,POL6303HEL,Offline-Agent
SUN8HJS,2023-03-01 00:00:00,18938,POL5319HEL,Offline-Agent
